sourceId,source,sourcePath,slug,nameEn,nameFr,category,primaryMusclesFr,secondaryMusclesFr,equipmentFr,difficulty,movementType,instructionsFr,commonMistakesFr,imagePath,animationPath,thumbnailPath,isActive,isVariant,canonicalKey,canonicalSlug,variantLabelFr
Low_Pulley_Row_To_Neck,ExerciseDB,exercises/Low_Pulley_Row_To_Neck/exercise.json,low-pulley-rowing-to-neck,Low Pulley Row To Neck,Low Pulley Rowing To Neck,Épaules,"[""Épaules""]","[""Biceps"", ""Milieu du dos"", ""Trapèzes""]","[""Poulie""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/low-pulley-rowing-to-neck/image.webp,/media/exercises/low-pulley-rowing-to-neck/animation.webp,/media/exercises/low-pulley-rowing-to-neck/thumbnail.webp,True,False,low-pulley-row-to-neck,low-pulley-rowing-to-neck,
Lower_Back-SMR,ExerciseDB,exercises/Lower_Back-SMR/exercise.json,lower-back-smr,Lower Back-SMR,Lower Back SMR,Mobilité,"[""Lombaires""]",[],"[""Rouleau de massage""]",Débutant,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lower-back-smr/image.webp,/media/exercises/lower-back-smr/animation.webp,/media/exercises/lower-back-smr/thumbnail.webp,True,False,lower-back-smr,lower-back-smr,
Lower_Back_Curl,ExerciseDB,exercises/Lower_Back_Curl/exercise.json,lower-back-curl,Lower Back Curl,Lower Back Curl,Mobilité,"[""Abdominaux""]",[],"[""Poids du corps""]",Débutant,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lower-back-curl/image.webp,/media/exercises/lower-back-curl/animation.webp,/media/exercises/lower-back-curl/thumbnail.webp,True,False,lower-back-curl,lower-back-curl,
Lunge_Pass_Through,ExerciseDB,exercises/Lunge_Pass_Through/exercise.json,fente-pass-through,Lunge Pass Through,Fente Pass Through,Jambes,"[""Ischios""]","[""Mollets"", ""Fessiers"", ""Quadriceps""]","[""Kettlebell""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur ischios et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/fente-pass-through/image.webp,/media/exercises/fente-pass-through/animation.webp,/media/exercises/fente-pass-through/thumbnail.webp,True,False,lunge-pass-through,fente-pass-through,
Lunge_Sprint,ExerciseDB,exercises/Lunge_Sprint/exercise.json,fente-sprint,Lunge Sprint,Fente Sprint,Jambes,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Machine""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/fente-sprint/image.webp,/media/exercises/fente-sprint/animation.webp,/media/exercises/fente-sprint/thumbnail.webp,True,False,lunge-sprint,fente-sprint,
Lying_Bent_Leg_Groin,ExerciseDB,exercises/Lying_Bent_Leg_Groin/exercise.json,lying-bent-leg-groin,Lying Bent Leg Groin,Lying Bent Leg Groin,Mobilité,"[""Adducteurs""]",[],"[""Autre""]",Avancé,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lying-bent-leg-groin/image.webp,/media/exercises/lying-bent-leg-groin/animation.webp,/media/exercises/lying-bent-leg-groin/thumbnail.webp,True,False,lying-bent-leg-groin,lying-bent-leg-groin,
Lying_Cable_Curl,ExerciseDB,exercises/Lying_Cable_Curl/exercise.json,lying-poulie-curl,Lying Cable Curl,Lying poulie Curl,Bras,"[""Biceps""]",[],"[""Poulie""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-poulie-curl/image.webp,/media/exercises/lying-poulie-curl/animation.webp,/media/exercises/lying-poulie-curl/thumbnail.webp,True,False,lying-cable-curl,lying-poulie-curl,
Lying_Cambered_Barbell_Row,ExerciseDB,exercises/Lying_Cambered_Barbell_Row/exercise.json,lying-cambered-barre-rowing,Lying Cambered Barbell Row,Lying Cambered barre Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal"", ""Trapèzes""]","[""Barre""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-cambered-barre-rowing/image.webp,/media/exercises/lying-cambered-barre-rowing/animation.webp,/media/exercises/lying-cambered-barre-rowing/thumbnail.webp,True,False,lying-cambered-barbell-row,lying-cambered-barre-rowing,
Lying_Close-Grip_Bar_Curl_On_High_Pulley,ExerciseDB,exercises/Lying_Close-Grip_Bar_Curl_On_High_Pulley/exercise.json,lying-close-grip-bar-curl-sur-high-pulley,Lying Close-Grip Bar Curl On High Pulley,Lying Close Grip Bar Curl sur High Pulley,Bras,"[""Biceps""]",[],"[""Poulie""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-close-grip-bar-curl-sur-high-pulley/image.webp,/media/exercises/lying-close-grip-bar-curl-sur-high-pulley/animation.webp,/media/exercises/lying-close-grip-bar-curl-sur-high-pulley/thumbnail.webp,True,True,lying-bar-curl-on-high-pulley,lying-close-grip-bar-curl-sur-high-pulley,Prise serrée
Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,ExerciseDB,exercises/Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head/exercise.json,lying-close-grip-barre-extension-triceps-behind-the-head,Lying Close-Grip Barbell Triceps Extension Behind The Head,Lying Close Grip barre Extension triceps Behind The Head,Bras,"[""Triceps""]",[],"[""Barre""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-close-grip-barre-extension-triceps-behind-the-head/image.webp,/media/exercises/lying-close-grip-barre-extension-triceps-behind-the-head/animation.webp,/media/exercises/lying-close-grip-barre-extension-triceps-behind-the-head/thumbnail.webp,True,True,lying-barbell-triceps-extension-behind-the-head,lying-close-grip-barre-extension-triceps-behind-the-head,Prise serrée
Lying_Close-Grip_Barbell_Triceps_Press_To_Chin,ExerciseDB,exercises/Lying_Close-Grip_Barbell_Triceps_Press_To_Chin/exercise.json,lying-close-grip-barre-triceps-press-to-chin,Lying Close-Grip Barbell Triceps Press To Chin,Lying Close Grip barre Triceps Press To Chin,Bras,"[""Triceps""]",[],"[""Barre EZ""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-close-grip-barre-triceps-press-to-chin/image.webp,/media/exercises/lying-close-grip-barre-triceps-press-to-chin/animation.webp,/media/exercises/lying-close-grip-barre-triceps-press-to-chin/thumbnail.webp,True,True,lying-barbell-triceps-press-to-chin,lying-close-grip-barre-triceps-press-to-chin,Prise serrée
Lying_Crossover,ExerciseDB,exercises/Lying_Crossover/exercise.json,lying-crossover,Lying Crossover,Lying Crossover,Mobilité,"[""Abducteurs""]",[],"[""Poids du corps""]",Avancé,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lying-crossover/image.webp,/media/exercises/lying-crossover/animation.webp,/media/exercises/lying-crossover/thumbnail.webp,True,False,lying-crossover,lying-crossover,
Lying_Dumbbell_Tricep_Extension,ExerciseDB,exercises/Lying_Dumbbell_Tricep_Extension/exercise.json,lying-halteres-tricep-extension,Lying Dumbbell Tricep Extension,Lying haltères Tricep Extension,Bras,"[""Triceps""]","[""Pectoraux"", ""Épaules""]","[""Haltères""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-halteres-tricep-extension/image.webp,/media/exercises/lying-halteres-tricep-extension/animation.webp,/media/exercises/lying-halteres-tricep-extension/thumbnail.webp,True,False,lying-dumbbell-tricep-extension,lying-halteres-tricep-extension,
Lying_Face_Down_Plate_Neck_Resistance,ExerciseDB,exercises/Lying_Face_Down_Plate_Neck_Resistance/exercise.json,lying-face-down-plate-neck-resistance,Lying Face Down Plate Neck Resistance,Lying Face Down Plate Neck Resistance,Musculation,"[""Cou""]",[],"[""Autre""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur cou et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-face-down-plate-neck-resistance/image.webp,/media/exercises/lying-face-down-plate-neck-resistance/animation.webp,/media/exercises/lying-face-down-plate-neck-resistance/thumbnail.webp,True,False,lying-face-down-plate-neck-resistance,lying-face-down-plate-neck-resistance,
Lying_Face_Up_Plate_Neck_Resistance,ExerciseDB,exercises/Lying_Face_Up_Plate_Neck_Resistance/exercise.json,lying-face-up-plate-neck-resistance,Lying Face Up Plate Neck Resistance,Lying Face Up Plate Neck Resistance,Musculation,"[""Cou""]",[],"[""Autre""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur cou et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-face-up-plate-neck-resistance/image.webp,/media/exercises/lying-face-up-plate-neck-resistance/animation.webp,/media/exercises/lying-face-up-plate-neck-resistance/thumbnail.webp,True,False,lying-face-up-plate-neck-resistance,lying-face-up-plate-neck-resistance,
Lying_Glute,ExerciseDB,exercises/Lying_Glute/exercise.json,lying-glute,Lying Glute,Lying Glute,Mobilité,"[""Fessiers""]","[""Abducteurs""]","[""Poids du corps""]",Avancé,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lying-glute/image.webp,/media/exercises/lying-glute/animation.webp,/media/exercises/lying-glute/thumbnail.webp,True,False,lying-glute,lying-glute,
Lying_Hamstring,ExerciseDB,exercises/Lying_Hamstring/exercise.json,lying-hamstring,Lying Hamstring,Lying Hamstring,Mobilité,"[""Ischios""]","[""Mollets""]","[""Autre""]",Avancé,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lying-hamstring/image.webp,/media/exercises/lying-hamstring/animation.webp,/media/exercises/lying-hamstring/thumbnail.webp,True,False,lying-hamstring,lying-hamstring,
Lying_High_Bench_Barbell_Curl,ExerciseDB,exercises/Lying_High_Bench_Barbell_Curl/exercise.json,lying-high-bench-barre-curl,Lying High Bench Barbell Curl,Lying High Bench barre Curl,Bras,"[""Biceps""]",[],"[""Barre""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-high-bench-barre-curl/image.webp,/media/exercises/lying-high-bench-barre-curl/animation.webp,/media/exercises/lying-high-bench-barre-curl/thumbnail.webp,True,False,lying-high-bench-barbell-curl,lying-high-bench-barre-curl,
Lying_Leg_Curls,ExerciseDB,exercises/Lying_Leg_Curls/exercise.json,leg-curl-allonge,Lying Leg Curls,Leg Curl allongé,Jambes,"[""Ischios""]",[],"[""Machine""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur ischios et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/leg-curl-allonge/image.webp,/media/exercises/leg-curl-allonge/animation.webp,/media/exercises/leg-curl-allonge/thumbnail.webp,True,False,lying-leg-curls,leg-curl-allonge,
Lying_Machine_Squat,ExerciseDB,exercises/Lying_Machine_Squat/exercise.json,lying-machine-squat,Lying Machine Squat,Lying machine Squat,Jambes,"[""Quadriceps""]","[""Mollets"", ""Fessiers"", ""Ischios""]","[""Machine""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-machine-squat/image.webp,/media/exercises/lying-machine-squat/animation.webp,/media/exercises/lying-machine-squat/thumbnail.webp,True,False,lying-machine-squat,lying-machine-squat,
Lying_One-Arm_Lateral_Raise,ExerciseDB,exercises/Lying_One-Arm_Lateral_Raise/exercise.json,lying-one-arm-elevations-laterales,Lying One-Arm Lateral Raise,Lying One Arm Élévations latérales,Épaules,"[""Épaules""]",[],"[""Haltères""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-one-arm-elevations-laterales/image.webp,/media/exercises/lying-one-arm-elevations-laterales/animation.webp,/media/exercises/lying-one-arm-elevations-laterales/thumbnail.webp,True,True,lying-lateral-raise,lying-one-arm-elevations-laterales,Unilatéral
Lying_Prone_Quadriceps,ExerciseDB,exercises/Lying_Prone_Quadriceps/exercise.json,lying-prone-quadriceps,Lying Prone Quadriceps,Lying Prone Quadriceps,Mobilité,"[""Quadriceps""]",[],"[""Poids du corps""]",Avancé,Non précisé,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/lying-prone-quadriceps/image.webp,/media/exercises/lying-prone-quadriceps/animation.webp,/media/exercises/lying-prone-quadriceps/thumbnail.webp,True,False,lying-prone-quadriceps,lying-prone-quadriceps,
Lying_Rear_Delt_Raise,ExerciseDB,exercises/Lying_Rear_Delt_Raise/exercise.json,lying-deltoides-posterieurs-raise,Lying Rear Delt Raise,Lying deltoïdes postérieurs Raise,Épaules,"[""Épaules""]",[],"[""Haltères""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-deltoides-posterieurs-raise/image.webp,/media/exercises/lying-deltoides-posterieurs-raise/animation.webp,/media/exercises/lying-deltoides-posterieurs-raise/thumbnail.webp,True,False,lying-rear-delt-raise,lying-deltoides-posterieurs-raise,
Lying_Supine_Dumbbell_Curl,ExerciseDB,exercises/Lying_Supine_Dumbbell_Curl/exercise.json,lying-supine-halteres-curl,Lying Supine Dumbbell Curl,Lying Supine haltères Curl,Bras,"[""Biceps""]",[],"[""Haltères""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-supine-halteres-curl/image.webp,/media/exercises/lying-supine-halteres-curl/animation.webp,/media/exercises/lying-supine-halteres-curl/thumbnail.webp,True,False,lying-supine-dumbbell-curl,lying-supine-halteres-curl,
Lying_T-Bar_Row,ExerciseDB,exercises/Lying_T-Bar_Row/exercise.json,lying-t-bar-rowing,Lying T-Bar Row,Lying T Bar Rowing,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal""]","[""Machine""]",Intermédiaire,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-t-bar-rowing/image.webp,/media/exercises/lying-t-bar-rowing/animation.webp,/media/exercises/lying-t-bar-rowing/thumbnail.webp,True,False,lying-t-bar-row,lying-t-bar-rowing,
Lying_Triceps_Press,ExerciseDB,exercises/Lying_Triceps_Press/exercise.json,lying-triceps-press,Lying Triceps Press,Lying Triceps Press,Bras,"[""Triceps""]",[],"[""Barre EZ""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/lying-triceps-press/image.webp,/media/exercises/lying-triceps-press/animation.webp,/media/exercises/lying-triceps-press/thumbnail.webp,True,False,lying-triceps-press,lying-triceps-press,
Machine_Bench_Press,ExerciseDB,exercises/Machine_Bench_Press/exercise.json,machine-developpe-couche,Machine Bench Press,Machine Développé couché,Pectoraux,"[""Pectoraux""]","[""Épaules"", ""Triceps""]","[""Machine""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/machine-developpe-couche/image.webp,/media/exercises/machine-developpe-couche/animation.webp,/media/exercises/machine-developpe-couche/thumbnail.webp,True,False,machine-bench-press,machine-developpe-couche,
Machine_Bicep_Curl,ExerciseDB,exercises/Machine_Bicep_Curl/exercise.json,machine-bicep-curl,Machine Bicep Curl,Machine Bicep Curl,Bras,"[""Biceps""]",[],"[""Machine""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/machine-bicep-curl/image.webp,/media/exercises/machine-bicep-curl/animation.webp,/media/exercises/machine-bicep-curl/thumbnail.webp,True,False,machine-bicep-curl,machine-bicep-curl,
Machine_Preacher_Curls,ExerciseDB,exercises/Machine_Preacher_Curls/exercise.json,machine-preacher-curls,Machine Preacher Curls,Machine Preacher Curls,Bras,"[""Biceps""]",[],"[""Machine""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur biceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/machine-preacher-curls/image.webp,/media/exercises/machine-preacher-curls/animation.webp,/media/exercises/machine-preacher-curls/thumbnail.webp,True,False,machine-preacher-curls,machine-preacher-curls,
Machine_Shoulder_(Military)_Press,ExerciseDB,exercises/Machine_Shoulder_(Military)_Press/exercise.json,machine-shoulder-military-press,Machine Shoulder (Military) Press,Machine Shoulder (Military) Press,Épaules,"[""Épaules""]","[""Triceps""]","[""Machine""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/machine-shoulder-military-press/image.webp,/media/exercises/machine-shoulder-military-press/animation.webp,/media/exercises/machine-shoulder-military-press/thumbnail.webp,True,False,machine-shoulder-military-press,machine-shoulder-military-press,
Machine_Triceps_Extension,ExerciseDB,exercises/Machine_Triceps_Extension/exercise.json,machine-extension-triceps,Machine Triceps Extension,Machine Extension triceps,Bras,"[""Triceps""]",[],"[""Machine""]",Débutant,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur triceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/machine-extension-triceps/image.webp,/media/exercises/machine-extension-triceps/animation.webp,/media/exercises/machine-extension-triceps/thumbnail.webp,True,False,machine-triceps-extension,machine-extension-triceps,
Medicine_Ball_Chest_Pass,ExerciseDB,exercises/Medicine_Ball_Chest_Pass/exercise.json,medicine-ball-chest-pass,Medicine Ball Chest Pass,Medicine Ball Chest Pass,Pliométrie,"[""Pectoraux""]","[""Épaules"", ""Triceps""]","[""Médecine ball""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur pectoraux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/medicine-ball-chest-pass/image.webp,/media/exercises/medicine-ball-chest-pass/animation.webp,/media/exercises/medicine-ball-chest-pass/thumbnail.webp,True,False,medicine-ball-chest-pass,medicine-ball-chest-pass,
Medicine_Ball_Full_Twist,ExerciseDB,exercises/Medicine_Ball_Full_Twist/exercise.json,medicine-ball-full-twist,Medicine Ball Full Twist,Medicine Ball Full Twist,Pliométrie,"[""Abdominaux""]","[""Épaules""]","[""Médecine ball""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abdominaux et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/medicine-ball-full-twist/image.webp,/media/exercises/medicine-ball-full-twist/animation.webp,/media/exercises/medicine-ball-full-twist/thumbnail.webp,True,False,medicine-ball-full-twist,medicine-ball-full-twist,
Medicine_Ball_Scoop_Throw,ExerciseDB,exercises/Medicine_Ball_Scoop_Throw/exercise.json,medicine-ball-scoop-throw,Medicine Ball Scoop Throw,Medicine Ball Scoop Throw,Pliométrie,"[""Épaules""]","[""Abdominaux"", ""Ischios"", ""Quadriceps""]","[""Médecine ball""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur épaules et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/medicine-ball-scoop-throw/image.webp,/media/exercises/medicine-ball-scoop-throw/animation.webp,/media/exercises/medicine-ball-scoop-throw/thumbnail.webp,True,False,medicine-ball-scoop-throw,medicine-ball-scoop-throw,
Middle_Back_Shrug,ExerciseDB,exercises/Middle_Back_Shrug/exercise.json,middle-back-shrug,Middle Back Shrug,Middle Back Shrug,Dos,"[""Milieu du dos""]",[],"[""Haltères""]",Intermédiaire,Isolation,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/middle-back-shrug/image.webp,/media/exercises/middle-back-shrug/animation.webp,/media/exercises/middle-back-shrug/thumbnail.webp,True,False,middle-back-shrug,middle-back-shrug,
Middle_Back_Stretch,ExerciseDB,exercises/Middle_Back_Stretch/exercise.json,middle-back-stretch,Middle Back Stretch,Middle Back Stretch,Mobilité,"[""Milieu du dos""]","[""Abdominaux"", ""Grand dorsal"", ""Lombaires""]","[""Aucun""]",Débutant,Isolation,"Installe-toi dans une position confortable, respire lentement et augmente l’amplitude sans douleur. Garde le contrôle pendant tout le mouvement.","[""Forcer l’amplitude"", ""Respiration bloquée"", ""Position non contrôlée""]",/media/exercises/middle-back-stretch/image.webp,/media/exercises/middle-back-stretch/animation.webp,/media/exercises/middle-back-stretch/thumbnail.webp,True,False,middle-back-stretch,middle-back-stretch,
Mixed_Grip_Chin,ExerciseDB,exercises/Mixed_Grip_Chin/exercise.json,mixed-grip-chin,Mixed Grip Chin,Mixed Grip Chin,Dos,"[""Milieu du dos""]","[""Biceps"", ""Grand dorsal""]","[""Autre""]",Avancé,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur milieu du dos et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/mixed-grip-chin/image.webp,/media/exercises/mixed-grip-chin/animation.webp,/media/exercises/mixed-grip-chin/thumbnail.webp,True,False,mixed-grip-chin,mixed-grip-chin,
Monster_Walk,ExerciseDB,exercises/Monster_Walk/exercise.json,monster-walk,Monster Walk,Monster Walk,Jambes,"[""Abducteurs""]",[],"[""Élastique""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur abducteurs et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/monster-walk/image.webp,/media/exercises/monster-walk/animation.webp,/media/exercises/monster-walk/thumbnail.webp,True,False,monster-walk,monster-walk,
Mountain_Climbers,ExerciseDB,exercises/Mountain_Climbers/exercise.json,mountain-climbers,Mountain Climbers,Mountain Climbers,Pliométrie,"[""Quadriceps""]","[""Pectoraux"", ""Ischios"", ""Épaules""]","[""Aucun""]",Débutant,Polyarticulaire,"Installe-toi correctement, garde le gainage et réalise le mouvement de façon contrôlée. Concentre-toi sur quadriceps et évite les à-coups. Reviens lentement en position de départ avant de répéter.","[""Charge trop lourde"", ""Amplitude incomplète"", ""Mouvement trop rapide""]",/media/exercises/mountain-climbers/image.webp,/media/exercises/mountain-climbers/animation.webp,/media/exercises/mountain-climbers/thumbnail.webp,True,False,mountain-climbers,mountain-climbers,
